id,area,sort_order,code,category,competency,sub_competency,category_en,competency_en,sub_competency_en
669,LEG,60,2.2.5,2 Hüquqi Liderlik və Peşəkar Effektivlik (Davranış),"2.2 Təsir, Kommunikasiya və Maraqlı Tərəflərin İdarə Edilməsi",2.2.5 Təzyiq və nəzarət şəraitində soyuqqanlılığı qorumaq,2 Legal Leadership & Professional Effectiveness (Behavioral),"2.2 Influence, Communication & Stakeholder Management",2.2.5 Maintain composure under pressure and scrutiny
670,LEG,61,2.3.1,2 Hüquqi Liderlik və Peşəkar Effektivlik (Davranış),"2.3 Dürüstlük, Hesabatlılıq və Peşəkar Etika",2.3.1 Müstəqil fəaliyyət göstərmək və peşəkar standartları qorumaq,2 Legal Leadership & Professional Effectiveness (Behavioral),"2.3 Integrity, Accountability & Professional Ethics",2.3.1 Act independently and uphold professional standards
671,LEG,62,2.3.2,2 Hüquqi Liderlik və Peşəkar Effektivlik (Davranış),"2.3 Dürüstlük, Hesabatlılıq və Peşəkar Etika",2.3.2 Məxfiliyi və həssas məlumatları qorumaq,2 Legal Leadership & Professional Effectiveness (Behavioral),"2.3 Integrity, Accountability & Professional Ethics",2.3.2 Protect confidentiality and sensitive information
672,LEG,63,2.3.3,2 Hüquqi Liderlik və Peşəkar Effektivlik (Davranış),"2.3 Dürüstlük, Hesabatlılıq və Peşəkar Etika",2.3.3 Hüquqi məsləhətlərə və nəticələrə sahiblik göstərmək,2 Legal Leadership & Professional Effectiveness (Behavioral),"2.3 Integrity, Accountability & Professional Ethics",2.3.3 Take ownership of legal advice and outcomes
673,LEG,64,2.3.4,2 Hüquqi Liderlik və Peşəkar Effektivlik (Davranış),"2.3 Dürüstlük, Hesabatlılıq və Peşəkar Etika",2.3.4 Kritik riskləri güzəştə getmədən eskalasiya etmək,2 Legal Leadership & Professional Effectiveness (Behavioral),"2.3 Integrity, Accountability & Professional Ethics",2.3.4 Escalate critical risks without compromise
674,LEG,65,2.3.5,2 Hüquqi Liderlik və Peşəkar Effektivlik (Davranış),"2.3 Dürüstlük, Hesabatlılıq və Peşəkar Etika",2.3.5 Təşkilat boyunca etik davranış nümunəsi olmaq,2 Legal Leadership & Professional Effectiveness (Behavioral),"2.3 Integrity, Accountability & Professional Ethics",2.3.5 Model ethical behavior across the organization
675,ADM,1,1.1.1,1 Administrasiya – FMCG (Funksional),1.1 İnzibati Strategiya və İdarəetmə,1.1.1 FMCG fəaliyyətinin miqyası və coğrafi əhatəsinə uyğun inzibati əməliyyat modelini müəyyən etmək,1 Administration – FMCG (Functional),1.1 Administrative Strategy & Governance,1.1.1 Define administrative operating model aligned with FMCG scale and footprint
676,ADM,2,1.1.2,1 Administrasiya – FMCG (Funksional),1.1 İnzibati Strategiya və İdarəetmə,"1.1.2 Obyektlər, işçi qüvvəsi, aktivlər və xidmətləri əhatə edən siyasətləri formalaşdırmaq",1 Administration – FMCG (Functional),1.1 Administrative Strategy & Governance,"1.1.2 Establish policies covering facilities, workforce, assets, and services"
677,ADM,3,1.1.3,1 Administrasiya – FMCG (Funksional),1.1 İnzibati Strategiya və İdarəetmə,"1.1.3 Ofislər, zavodlar və anbarlar üçün xidmət standartlarını müəyyən etmək",1 Administration – FMCG (Functional),1.1 Administrative Strategy & Governance,"1.1.3 Set service standards for offices, plants, and warehouses"
678,ADM,4,1.1.4,1 Administrasiya – FMCG (Funksional),1.1 İnzibati Strategiya və İdarəetmə,"1.1.4 Xərc səmərəliliyini, xidmətin davamlılığını və uyğunluğu təmin etmək",1 Administration – FMCG (Functional),1.1 Administrative Strategy & Governance,"1.1.4 Ensure cost efficiency, service continuity, and compliance"
679,ADM,5,1.1.5,1 Administrasiya – FMCG (Funksional),1.1 İnzibati Strategiya və İdarəetmə,1.1.5 İnzibati riskləri və nəzarət mexanizmlərinin effektivliyini izləmək,1 Administration – FMCG (Functional),1.1 Administrative Strategy & Governance,1.1.5 Monitor administrative risks and control effectiveness
680,ADM,6,1.2.1,1 Administrasiya – FMCG (Funksional),"1.2 Obyektlər, Binalar və İnfrastrukturun İdarə Edilməsi","1.2.1 Ofisləri, zavodları, depoları və anbarları idarə etmək",1 Administration – FMCG (Functional),"1.2 Facilities, Buildings & Infrastructure Management","1.2.1 Manage offices, factories, depots, and warehouses"
681,ADM,7,1.2.2,1 Administrasiya – FMCG (Funksional),"1.2 Obyektlər, Binalar və İnfrastrukturun İdarə Edilməsi",1.2.2 Profilaktik və korrektiv texniki xidmət işlərini planlamaq,1 Administration – FMCG (Functional),"1.2 Facilities, Buildings & Infrastructure Management",1.2.2 Plan preventive and corrective maintenance
682,ADM,8,1.2.3,1 Administrasiya – FMCG (Funksional),"1.2 Obyektlər, Binalar və İnfrastrukturun İdarə Edilməsi","1.2.3 Texniklərin, ustaların və xarici podratçıların işini əlaqələndirmək",1 Administration – FMCG (Functional),"1.2 Facilities, Buildings & Infrastructure Management","1.2.3 Coordinate technicians, masters, and external contractors"
683,ADM,9,1.2.4,1 Administrasiya – FMCG (Funksional),"1.2 Obyektlər, Binalar və İnfrastrukturun İdarə Edilməsi","1.2.4 Kommunal xidmətlərin, HVAC sistemlərinin, su və enerji təchizatının fasiləsizliyini təmin etmək",1 Administration – FMCG (Functional),"1.2 Facilities, Buildings & Infrastructure Management","1.2.4 Ensure utilities, HVAC, water, and power continuity"
684,ADM,10,1.2.5,1 Administrasiya – FMCG (Funksional),"1.2 Obyektlər, Binalar və İnfrastrukturun İdarə Edilməsi","1.2.5 Genişlənmə, yenidənqurma və köçürülmə işlərinə dəstək vermək",1 Administration – FMCG (Functional),"1.2 Facilities, Buildings & Infrastructure Management","1.2.5 Support expansions, refurbishments, and relocations"
685,ADM,11,1.3.1,1 Administrasiya – FMCG (Funksional),1.3 Texniki Heyət və Baxım İşçi Qüvvəsinin İdarə Edilməsi,"1.3.1 Texnikləri, ustaları və təmir heyətini idarə etmək",1 Administration – FMCG (Functional),1.3 Maintenance Workforce & Technical Staff Management,"1.3.1 Manage technicians, masters, and repair staff"
686,ADM,12,1.3.2,1 Administrasiya – FMCG (Funksional),1.3 Texniki Heyət və Baxım İşçi Qüvvəsinin İdarə Edilməsi,"1.3.2 Tapşırıq bölgüsünü, iş qrafiklərini və cavabvermə müddətlərini müəyyən etmək",1 Administration – FMCG (Functional),1.3 Maintenance Workforce & Technical Staff Management,"1.3.2 Define task allocation, schedules, and response times"
687,ADM,13,1.3.3,1 Administrasiya – FMCG (Funksional),1.3 Texniki Heyət və Baxım İşçi Qüvvəsinin İdarə Edilməsi,1.3.3 Texniki işlərin keyfiyyətinə və təhlükəsizliyinə nəzarət etmək,1 Administration – FMCG (Functional),1.3 Maintenance Workforce & Technical Staff Management,1.3.3 Control quality and safety of technical works
688,ADM,14,1.3.4,1 Administrasiya – FMCG (Funksional),1.3 Texniki Heyət və Baxım İşçi Qüvvəsinin İdarə Edilməsi,1.3.4 Performans və məhsuldarlığı izləmək,1 Administration – FMCG (Functional),1.3 Maintenance Workforce & Technical Staff Management,1.3.4 Track performance and productivity
689,ADM,15,1.3.5,1 Administrasiya – FMCG (Funksional),1.3 Texniki Heyət və Baxım İşçi Qüvvəsinin İdarə Edilməsi,1.3.5 HSE və əməliyyat komandaları ilə koordinasiyanı təmin etmək,1 Administration – FMCG (Functional),1.3 Maintenance Workforce & Technical Staff Management,1.3.5 Coordinate with HSE and operations teams
690,ADM,16,1.4.1,1 Administrasiya – FMCG (Funksional),"1.4 Təmizlik, Xadimə/Xadim və Ümumi İşçi Heyətinin İdarə Edilməsi","1.4.1 Təmizlik işçilərini, xadimə/xadim heyətini və ümumi işçiləri idarə etmək",1 Administration – FMCG (Functional),"1.4 Cleaning, Janitorial & General Workers Management","1.4.1 Manage cleaners, janitors, and general workers"
691,ADM,17,1.4.2,1 Administrasiya – FMCG (Funksional),"1.4 Təmizlik, Xadimə/Xadim və Ümumi İşçi Heyətinin İdarə Edilməsi",1.4.2 Ofislər və istehsalat sahələri üçün təmizlik standartlarını müəyyən etmək,1 Administration – FMCG (Functional),"1.4 Cleaning, Janitorial & General Workers Management",1.4.2 Define cleaning standards for offices and production sites
692,ADM,18,1.4.3,1 Administrasiya – FMCG (Funksional),"1.4 Təmizlik, Xadimə/Xadim və Ümumi İşçi Heyətinin İdarə Edilməsi",1.4.3 Növbə qrafiklərini və işçi təminatını planlamaq,1 Administration – FMCG (Functional),"1.4 Cleaning, Janitorial & General Workers Management",1.4.3 Schedule shifts and coverage
693,ADM,19,1.4.4,1 Administrasiya – FMCG (Funksional),"1.4 Təmizlik, Xadimə/Xadim və Ümumi İşçi Heyətinin İdarə Edilməsi","1.4.4 Gigiyena, sanitariya və intizam göstəricilərinə nəzarət etmək",1 Administration – FMCG (Functional),"1.4 Cleaning, Janitorial & General Workers Management","1.4.4 Monitor hygiene, sanitation, and discipline"
694,ADM,20,1.4.5,1 Administrasiya – FMCG (Funksional),"1.4 Təmizlik, Xadimə/Xadim və Ümumi İşçi Heyətinin İdarə Edilməsi",1.4.5 HSE və gigiyena tələblərinə uyğunluğu təmin etmək,1 Administration – FMCG (Functional),"1.4 Cleaning, Janitorial & General Workers Management",1.4.5 Ensure compliance with HSE and hygiene regulations
695,ADM,21,1.5.1,1 Administrasiya – FMCG (Funksional),"1.5 Aktivlər, Avadanlıq və Ehtiyatların Nəzarəti",1.5.1 Aktiv reyestrlərini və həyat dövrü qeydlərini aparmaq,1 Administration – FMCG (Functional),"1.5 Asset, Equipment & Inventory Control",1.5.1 Maintain asset registers and lifecycle records
696,ADM,22,1.5.2,1 Administrasiya – FMCG (Funksional),"1.5 Aktivlər, Avadanlıq və Ehtiyatların Nəzarəti","1.5.2 Ofis avadanlıqlarını, mebelləri və alətləri nəzarətdə saxlamaq",1 Administration – FMCG (Functional),"1.5 Asset, Equipment & Inventory Control","1.5.2 Control office equipment, furniture, and tools"
697,ADM,23,1.5.3,1 Administrasiya – FMCG (Funksional),"1.5 Aktivlər, Avadanlıq və Ehtiyatların Nəzarəti","1.5.3 İtki, düzgün istifadə olunmama və zədələnmənin qarşısını almaq",1 Administration – FMCG (Functional),"1.5 Asset, Equipment & Inventory Control","1.5.3 Prevent loss, misuse, and damage"
698,ADM,24,1.5.4,1 Administrasiya – FMCG (Funksional),"1.5 Aktivlər, Avadanlıq və Ehtiyatların Nəzarəti",1.5.4 Dövri fiziki sayımlar aparmaq,1 Administration – FMCG (Functional),"1.5 Asset, Equipment & Inventory Control",1.5.4 Conduct periodic physical counts
699,ADM,25,1.5.5,1 Administrasiya – FMCG (Funksional),"1.5 Aktivlər, Avadanlıq və Ehtiyatların Nəzarəti",1.5.5 Sığorta və risk hesabatlılığı proseslərinə dəstək vermək,1 Administration – FMCG (Functional),"1.5 Asset, Equipment & Inventory Control",1.5.5 Support insurance and risk reporting
700,ADM,26,1.6.1,1 Administrasiya – FMCG (Funksional),1.6 Ofis Ləvazimatları və İş Mühitinin Təminatı,1.6.1 Dəftərxana ləvazimatları və sərf materiallarına tələbatı proqnozlaşdırmaq və təmin etmək,1 Administration – FMCG (Functional),1.6 Office Supplies & Workplace Provisioning,1.6.1 Forecast and procure office stationery and consumables
701,ADM,27,1.6.2,1 Administrasiya – FMCG (Funksional),1.6 Ofis Ləvazimatları və İş Mühitinin Təminatı,1.6.2 Bütün lokasiyalar üzrə fasiləsiz təchizatı təmin etmək,1 Administration – FMCG (Functional),1.6 Office Supplies & Workplace Provisioning,1.6.2 Ensure uninterrupted supply across locations
702,ADM,28,1.6.3,1 Administrasiya – FMCG (Funksional),1.6 Ofis Ləvazimatları və İş Mühitinin Təminatı,1.6.3 Stok səviyyələrinə və istifadə həcminə nəzarət etmək,1 Administration – FMCG (Functional),1.6 Office Supplies & Workplace Provisioning,1.6.3 Control stock levels and usage
703,ADM,29,1.6.4,1 Administrasiya – FMCG (Funksional),1.6 Ofis Ləvazimatları və İş Mühitinin Təminatı,1.6.4 Standartlaşdırma yolu ilə xərcləri optimallaşdırmaq,1 Administration – FMCG (Functional),1.6 Office Supplies & Workplace Provisioning,1.6.4 Optimize costs through standardization
704,ADM,30,1.6.5,1 Administrasiya – FMCG (Funksional),1.6 Ofis Ləvazimatları və İş Mühitinin Təminatı,1.6.5 Satınalma və maliyyə komandaları ilə koordinasiya etmək,1 Administration – FMCG (Functional),1.6 Office Supplies & Workplace Provisioning,1.6.5 Coordinate with procurement and finance
705,ADM,31,1.7.1,1 Administrasiya – FMCG (Funksional),"1.7 Təchizatçı, Podratçı və Xidmət Provayderlərinin İdarə Edilməsi","1.7.1 Təmizlik, təhlükəsizlik, texniki xidmət və katerinq üzrə təchizatçıları seçmək",1 Administration – FMCG (Functional),"1.7 Vendor, Contractor & Service Provider Management","1.7.1 Select vendors for cleaning, security, maintenance, catering"
706,ADM,32,1.7.2,1 Administrasiya – FMCG (Funksional),"1.7 Təchizatçı, Podratçı və Xidmət Provayderlərinin İdarə Edilməsi","1.7.2 Müqavilələri, SLA-ları və qiymət şərtlərini müzakirə etmək",1 Administration – FMCG (Functional),"1.7 Vendor, Contractor & Service Provider Management","1.7.2 Negotiate contracts, SLAs, and pricing"
707,ADM,33,1.7.3,1 Administrasiya – FMCG (Funksional),"1.7 Təchizatçı, Podratçı və Xidmət Provayderlərinin İdarə Edilməsi",1.7.3 Xidmət keyfiyyətini və uyğunluğu izləmək,1 Administration – FMCG (Functional),"1.7 Vendor, Contractor & Service Provider Management",1.7.3 Monitor service quality and compliance
708,ADM,34,1.7.4,1 Administrasiya – FMCG (Funksional),"1.7 Təchizatçı, Podratçı və Xidmət Provayderlərinin İdarə Edilməsi",1.7.4 Xidmət nasazlıqlarını və mübahisələri həll etmək,1 Administration – FMCG (Functional),"1.7 Vendor, Contractor & Service Provider Management",1.7.4 Resolve service failures and disputes
709,ADM,35,1.7.5,1 Administrasiya – FMCG (Funksional),"1.7 Təchizatçı, Podratçı və Xidmət Provayderlərinin İdarə Edilməsi",1.7.5 Xərc və performans optimallaşdırılmasını təşviq etmək,1 Administration – FMCG (Functional),"1.7 Vendor, Contractor & Service Provider Management",1.7.5 Drive cost and performance optimization
710,ADM,36,1.8.1,1 Administrasiya – FMCG (Funksional),"1.8 Müqavilələr, Sənədləşmə və Qeydlərin İdarə Edilməsi",1.8.1 İnzibati və xidmət müqavilələrini idarə etmək,1 Administration – FMCG (Functional),"1.8 Contracts, Documentation & Records Management",1.8.1 Manage administrative and service contracts
711,ADM,37,1.8.2,1 Administrasiya – FMCG (Funksional),"1.8 Müqavilələr, Sənədləşmə və Qeydlərin İdarə Edilməsi",1.8.2 Müqavilə arxivlərini və yenilənmə təqvimlərini aparmaq,1 Administration – FMCG (Functional),"1.8 Contracts, Documentation & Records Management",1.8.2 Maintain contract archives and renewal calendars
712,ADM,38,1.8.3,1 Administrasiya – FMCG (Funksional),"1.8 Müqavilələr, Sənədləşmə və Qeydlərin İdarə Edilməsi","1.8.3 Düzgün qeydiyyatın, arxivləşdirmənin və sənədlərin operativ əldə edilməsinin təmin olunması",1 Administration – FMCG (Functional),"1.8 Contracts, Documentation & Records Management","1.8.3 Ensure proper filing, archiving, and retrieval"
713,ADM,39,1.8.4,1 Administrasiya – FMCG (Funksional),"1.8 Müqavilələr, Sənədləşmə və Qeydlərin İdarə Edilməsi",1.8.4 Məxfiliyi və sənədlərin bütövlüyünü qorumaq,1 Administration – FMCG (Functional),"1.8 Contracts, Documentation & Records Management",1.8.4 Protect confidentiality and document integrity
714,ADM,40,1.8.5,1 Administrasiya – FMCG (Funksional),"1.8 Müqavilələr, Sənədləşmə və Qeydlərin İdarə Edilməsi","1.8.5 Auditlərə, yoxlamalara və hüquqi sorğulara dəstək vermək",1 Administration – FMCG (Functional),"1.8 Contracts, Documentation & Records Management","1.8.5 Support audits, inspections, and legal requests"
715,ADM,41,1.9.1,1 Administrasiya – FMCG (Funksional),"1.9 Təhlükəsizlik, Giriş və Əməyin Təhlükəsizliyi üzrə Koordinasiya",1.9.1 Fiziki təhlükəsizliyi və girişə nəzarəti idarə etmək,1 Administration – FMCG (Functional),"1.9 Security, Access & Safety Coordination",1.9.1 Manage physical security and access control
716,ADM,42,1.9.2,1 Administrasiya – FMCG (Funksional),"1.9 Təhlükəsizlik, Giriş və Əməyin Təhlükəsizliyi üzrə Koordinasiya",1.9.2 Mühafizə heyəti və təhlükəsizlik təchizatçıları ilə koordinasiyanı təmin etmək,1 Administration – FMCG (Functional),"1.9 Security, Access & Safety Coordination",1.9.2 Coordinate guards and security vendors
717,ADM,43,1.9.3,1 Administrasiya – FMCG (Funksional),"1.9 Təhlükəsizlik, Giriş və Əməyin Təhlükəsizliyi üzrə Koordinasiya","1.9.3 Oğurluq, zədələnmə və icazəsiz girişin qarşısını almaq",1 Administration – FMCG (Functional),"1.9 Security, Access & Safety Coordination","1.9.3 Prevent theft, damage, and unauthorized access"
718,ADM,44,1.9.4,1 Administrasiya – FMCG (Funksional),"1.9 Təhlükəsizlik, Giriş və Əməyin Təhlükəsizliyi üzrə Koordinasiya",1.9.4 İnsidentlərə və fövqəladə hallara reaksiya vermək,1 Administration – FMCG (Functional),"1.9 Security, Access & Safety Coordination",1.9.4 Respond to incidents and emergencies
719,ADM,45,1.9.5,1 Administrasiya – FMCG (Funksional),"1.9 Təhlükəsizlik, Giriş və Əməyin Təhlükəsizliyi üzrə Koordinasiya",1.9.5 HSE və risklərin idarə edilməsi ilə uyğunluğu təmin etmək,1 Administration – FMCG (Functional),"1.9 Security, Access & Safety Coordination",1.9.5 Align with HSE and risk management
720,ADM,46,1.10.1,1 Administrasiya – FMCG (Funksional),1.10 İnzibati Büdcələmə və Xərclərə Nəzarət,1.10.1 İnzibati büdcələri hazırlamaq və idarə etmək,1 Administration – FMCG (Functional),1.10 Administrative Budgeting & Cost Control,1.10.1 Prepare and manage admin budgets
721,ADM,47,1.10.2,1 Administrasiya – FMCG (Funksional),1.10 İnzibati Büdcələmə və Xərclərə Nəzarət,1.10.2 Xərcləri və kənarlaşmaları izləmək,1 Administration – FMCG (Functional),1.10 Administrative Budgeting & Cost Control,1.10.2 Track costs and variances
722,ADM,48,1.10.3,1 Administrasiya – FMCG (Funksional),1.10 İnzibati Büdcələmə və Xərclərə Nəzarət,1.10.3 Qənaət və səmərəlilik imkanlarını müəyyən etmək,1 Administration – FMCG (Functional),1.10 Administrative Budgeting & Cost Control,1.10.3 Identify savings and efficiency opportunities
723,ADM,49,1.10.4,1 Administrasiya – FMCG (Funksional),1.10 İnzibati Büdcələmə və Xərclərə Nəzarət,1.10.4 Təsdiqlərə və xərcləmələrə nəzarət etmək,1 Administration – FMCG (Functional),1.10 Administrative Budgeting & Cost Control,1.10.4 Control approvals and expenditures
724,ADM,50,1.10.5,1 Administrasiya – FMCG (Funksional),1.10 İnzibati Büdcələmə və Xərclərə Nəzarət,1.10.5 Nəticələr barədə rəhbərliyə hesabat vermək,1 Administration – FMCG (Functional),1.10 Administrative Budgeting & Cost Control,1.10.5 Report performance to management
725,ADM,51,2.1.1,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),2.1 Xidmət Mükəmməlliyi və Maraqlı Tərəflərin İdarə Edilməsi,2.1.1 Sabit və yüksək keyfiyyətli inzibati xidmətlər təqdim etmək,2 Administrative Leadership & Professional Effectiveness (Behavioral),2.1 Service Excellence & Stakeholder Management,"2.1.1 Deliver consistent, high-quality admin services"
726,ADM,52,2.1.2,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),2.1 Xidmət Mükəmməlliyi və Maraqlı Tərəflərin İdarə Edilməsi,2.1.2 Əməkdaşların və rəhbərlərin gözləntilərini idarə etmək,2 Administrative Leadership & Professional Effectiveness (Behavioral),2.1 Service Excellence & Stakeholder Management,2.1.2 Manage expectations of employees and leaders
727,ADM,53,2.1.3,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),2.1 Xidmət Mükəmməlliyi və Maraqlı Tərəflərin İdarə Edilməsi,2.1.3 Məsələləri praqmatik və operativ şəkildə həll etmək,2 Administrative Leadership & Professional Effectiveness (Behavioral),2.1 Service Excellence & Stakeholder Management,2.1.3 Resolve issues pragmatically and promptly
728,ADM,54,2.1.4,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),2.1 Xidmət Mükəmməlliyi və Maraqlı Tərəflərin İdarə Edilməsi,2.1.4 Etibarlılıq vasitəsilə etimad formalaşdırmaq,2 Administrative Leadership & Professional Effectiveness (Behavioral),2.1 Service Excellence & Stakeholder Management,2.1.4 Build trust through reliability
729,ADM,55,2.1.5,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),2.1 Xidmət Mükəmməlliyi və Maraqlı Tərəflərin İdarə Edilməsi,2.1.5 Xidmət keyfiyyətini davamlı şəkildə yaxşılaşdırmaq,2 Administrative Leadership & Professional Effectiveness (Behavioral),2.1 Service Excellence & Stakeholder Management,2.1.5 Continuously improve service quality
730,ADM,56,2.2.1,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),"2.2 İntizam, Hesabatlılıq və İcra",2.2.1 İnzibati əməliyyatları planlamaq və təşkil etmək,2 Administrative Leadership & Professional Effectiveness (Behavioral),"2.2 Discipline, Accountability & Execution",2.2.1 Plan and organize administrative operations
731,ADM,57,2.2.2,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),"2.2 İntizam, Hesabatlılıq və İcra",2.2.2 Vaxtında və dəqiq icranı təmin etmək,2 Administrative Leadership & Professional Effectiveness (Behavioral),"2.2 Discipline, Accountability & Execution",2.2.2 Ensure timely and accurate execution
732,ADM,58,2.2.3,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),"2.2 İntizam, Hesabatlılıq və İcra",2.2.3 Nəticələrə sahiblik göstərmək,2 Administrative Leadership & Professional Effectiveness (Behavioral),"2.2 Discipline, Accountability & Execution",2.2.3 Take ownership of outcomes
733,ADM,59,2.2.4,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),"2.2 İntizam, Hesabatlılıq və İcra",2.2.4 Əməliyyat təzyiqi altında nəzarəti qoruyub saxlamaq,2 Administrative Leadership & Professional Effectiveness (Behavioral),"2.2 Discipline, Accountability & Execution",2.2.4 Maintain control under operational pressure
734,ADM,60,2.2.5,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),"2.2 İntizam, Hesabatlılıq və İcra",2.2.5 Tapşırıqları tamamlamaq və sonadək izləmək,2 Administrative Leadership & Professional Effectiveness (Behavioral),"2.2 Discipline, Accountability & Execution",2.2.5 Close actions and follow through
735,ADM,61,2.3.1,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),"2.3 Etika, Uyğunluq və Peşəkar Davranış",2.3.1 Şirkət resurslarından məsuliyyətli şəkildə istifadə etmək,2 Administrative Leadership & Professional Effectiveness (Behavioral),"2.3 Ethics, Compliance & Professional Conduct",2.3.1 Use company resources responsibly
736,ADM,62,2.3.2,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),"2.3 Etika, Uyğunluq və Peşəkar Davranış",2.3.2 Məxfiliyi və peşəkar ehtiyatlılığı qorumaq,2 Administrative Leadership & Professional Effectiveness (Behavioral),"2.3 Ethics, Compliance & Professional Conduct",2.3.2 Maintain confidentiality and discretion
737,ADM,63,2.3.3,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),"2.3 Etika, Uyğunluq və Peşəkar Davranış","2.3.3 Qaydalara, siyasətlərə və prosedurlara riayət etmək",2 Administrative Leadership & Professional Effectiveness (Behavioral),"2.3 Ethics, Compliance & Professional Conduct","2.3.3 Follow rules, policies, and procedures"
738,ADM,64,2.3.4,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),"2.3 Etika, Uyğunluq və Peşəkar Davranış",2.3.4 Riskləri və uyğunsuzluqları eskalasiya etmək,2 Administrative Leadership & Professional Effectiveness (Behavioral),"2.3 Ethics, Compliance & Professional Conduct",2.3.4 Escalate risks and non-compliance
739,ADM,65,2.3.5,2 Administrativ Liderlik və Peşəkar Effektivlik (Davranış),"2.3 Etika, Uyğunluq və Peşəkar Davranış",2.3.5 Peşəkarlıq və etibarlılıq nümunəsi olmaq,2 Administrative Leadership & Professional Effectiveness (Behavioral),"2.3 Ethics, Compliance & Professional Conduct",2.3.5 Model professionalism and reliability
740,HSE,1,1.1.1,"1 Sağlamlıq, Təhlükəsizlik və Ətraf Mühit – HSE (Funksional)",1.1 HSE Strategiyası və İdarəetmə,1.1.1 Korporativ və tənzimləyici tələblərə uyğun HSE strategiyasını müəyyən etmək,"1 Health, Safety & Environment – HSE (Functional)",1.1 HSE Strategy & Governance,1.1.1 Define HSE strategy aligned with corporate and regulatory requirements
741,HSE,2,1.1.2,"1 Sağlamlıq, Təhlükəsizlik və Ətraf Mühit – HSE (Funksional)",1.1 HSE Strategiyası və İdarəetmə,"1.1.2 HSE idarəetmə çərçivəsini, rolları və hesabatlılıq strukturunu formalaşdırmaq","1 Health, Safety & Environment – HSE (Functional)",1.1 HSE Strategy & Governance,"1.1.2 Establish HSE governance, roles, and accountability structures"
742,HSE,3,1.1.3,"1 Sağlamlıq, Təhlükəsizlik və Ətraf Mühit – HSE (Funksional)",1.1 HSE Strategiyası və İdarəetmə,"1.1.3 HSE siyasətlərini, standartlarını və prosedurlarını hazırlamaq","1 Health, Safety & Environment – HSE (Functional)",1.1 HSE Strategy & Governance,"1.1.3 Develop HSE policies, standards, and procedures"
743,HSE,4,1.1.4,"1 Sağlamlıq, Təhlükəsizlik və Ətraf Mühit – HSE (Funksional)",1.1 HSE Strategiyası və İdarəetmə,1.1.4 HSE performansını izləmək və rəhbərliyə hesabat vermək,"1 Health, Safety & Environment – HSE (Functional)",1.1 HSE Strategy & Governance,1.1.4 Monitor HSE performance and report to leadership
744,HSE,5,1.2.1,"1 Sağlamlıq, Təhlükəsizlik və Ətraf Mühit – HSE (Funksional)",1.2 Peşə Sağlamlığının İdarə Edilməsi,1.2.1 İş yerində sağlamlıq təhlükələrini və məruz qalma risklərini müəyyən etmək,"1 Health, Safety & Environment – HSE (Functional)",1.2 Occupational Health Management,1.2.1 Identify workplace health hazards and exposure risks
745,HSE,6,1.2.2,"1 Sağlamlıq, Təhlükəsizlik və Ətraf Mühit – HSE (Funksional)",1.2 Peşə Sağlamlığının İdarə Edilməsi,1.2.2 Peşə sağlamlığı üzrə monitorinq proqramlarını tətbiq etmək,"1 Health, Safety & Environment – HSE (Functional)",1.2 Occupational Health Management,1.2.2 Implement occupational health surveillance programs
746,HSE,7,1.2.3,"1 Sağlamlıq, Təhlükəsizlik və Ətraf Mühit – HSE (Funksional)",1.2 Peşə Sağlamlığının İdarə Edilməsi,1.2.3 İş yerində erqonomika və rifah təşəbbüslərini idarə etmək,"1 Health, Safety & Environment – HSE (Functional)",1.2 Occupational Health Management,1.2.3 Manage workplace ergonomics and well-being initiatives
747,HSE,8,1.2.4,"1 Sağlamlıq, Təhlükəsizlik və Ətraf Mühit – HSE (Funksional)",1.2 Peşə Sağlamlığının İdarə Edilməsi,1.2.4 Tibbi müayinələri və işə yararlılıq qiymətləndirmələrini koordinasiya etmək,"1 Health, Safety & Environment – HSE (Functional)",1.2 Occupational Health Management,1.2.4 Coordinate medical checks and fitness-for-work assessments
748,HSE,9,1.3.1,"1 Sağlamlıq, Təhlükəsizlik və Ətraf Mühit – HSE (Funksional)",1.3 Təhlükəsizlik Risklərinin Qiymətləndirilməsi və Nəzarəti,1.3.1 Risk qiymətləndirmələri və iş təhlükəsizliyi təhlili vasitəsilə təhlükələri müəyyən etmək,"1 Health, Safety & Environment – HSE (Functional)",1.3 Safety Risk Assessment & Control,1.3.1 Identify hazards through risk assessments and job safety analysis
